Customer No.	Exposure at Default (in lakh Rs.)	 Recovery (%) 	Probability of Default
5346	22.36	 0.02 	0.0041
5347	0.58	 0.03 	0.0054
5348	17.23	 0.28 	0.0011
5349	2.05	 0.00 	0.0055
5350	4.82	 0.02 	0.0063
5351	21.3	 0.05 	0.0019
5352	4.52	 0.12 	0.0092
5353	22.5	 0.35 	0.0086
5354	4.64	 0.33 	0.001
5355	9.87	 0.30 	0.0013
5356	20.54	 0.19 	0.0077
5357	5.09	 0.02 	0.0001
5358	17.9	 0.39 	0.0088
5359	16.88	 0.14 	0.0062
5360	8.92	 0.13 	0.0049
5361	4.1	 0.02 	0.0064
5362	12.86	 0.12 	0.0084
5363	13.5	 0.07 	0.0018
5364	12.48	 0.33 	0.0025
5365	18.05	 0.04 	0.0066
5366	6.04	 0.03 	0.0033
5367	12.87	 0.16 	0.0003
5368	2.09	 0.04 	0.0026
5369	22.89	 0.19 	0.0078
5370	16.28	 0.02 	0.0024
5371	14	 0.34 	0.004
5372	4.97	 0.17 	0.0022
5373	10.53	 0.08 	0.0007
5374	1.26	 0.06 	0.0049
5375	11.11	 0.00 	0.0032
5376	4.19	 0.04 	0.0037
5377	1.89	 0.29 	0.0075
5378	18.77	 0.11 	0.0012
5379	9.05	 0.17 	0.0078
5380	19.47	 0.20 	0.002
5381	21.37	 0.16 	0.0031
5382	6.32	 0.40 	0.0055
5383	13.94	 0.03 	0.0036
5384	22.39	 0.24 	0.0078
5385	23.56	 0.09 	0.0038
5386	21.24	 0.24 	0.0041
5387	2.15	 0.04 	0.0059
5388	22.48	 0.35 	0.0016
5389	14.59	 0.34 	0.0083
5390	4.38	 0.20 	0.0033
5391	23.65	 0.24 	0.0066
5392	3.48	 0.37 	0.0019
5393	12.62	 0.12 	0.009
5394	9.18	 0.04 	0.0074
5395	24.53	 0.07 	0.0084
5396	24.46	 0.05 	0.0004
5397	2.08	 0.05 	0.0047
5398	6.42	 0.20 	0.0057
5399	21.27	 0.36 	0.0081
5400	11.5	 0.24 	0.0087
5401	19.37	 0.22 	0.0024
5402	6	 0.14 	0.0018
5403	4.55	 0.16 	0.0096
5404	9.47	 0.05 	0.0049
5405	23.11	 0.18 	0.0085
5406	21.03	 0.01 	0.0037
5407	24.53	 0.04 	0.0032
5408	9.11	 0.05 	0.0027
5409	16.95	 0.24 	0.0006
5410	16.54	 0.33 	0.0094
5411	0.94	 0.36 	0.0048
5412	2.29	 0.06 	0.0046
5413	3.58	 0.36 	0.0071
5414	8.25	 0.12 	0.0043
5415	0.72	 0.15 	0.0056
5416	10.28	 0.13 	0.0068
5417	17.33	 0.37 	0.0017
5418	2.35	 0.05 	0.0013
5419	11.83	 0.11 	0.0088
5420	23.03	 0.05 	0.0001
5421	13.45	 0.32 	0.0058
5422	20.84	 0.28 	0.0084
5423	11.1	 0.00 	0.0098
5424	8.33	 0.24 	0.0096
5425	0.19	 0.25 	0.0057
5426	13.06	 0.16 	0.0008
5427	14.91	 0.20 	0.0004
5428	22.3	 0.16 	0.0029
5429	21.5	 0.29 	0.0095
5430	9.34	 0.29 	0.0099
5431	0.15	 0.31 	0.0041
5432	7.58	 0.09 	0.0075
5433	10.87	 0.32 	0.0082
5434	17.23	 0.37 	0.0095
5435	6.03	 0.30 	0.0071
5436	16.08	 0.21 	0.0092
5437	1.28	 0.11 	0.0012
5438	14.67	 0.26 	0.0067
5439	18.24	 0.12 	0.0096
5440	24	 0.35 	0
5441	2.71	 0.35 	0.0005
5442	11.86	 0.40 	0.0054
5443	13.42	 0.34 	0.0038
5444	8.78	 0.18 	0.0079
5445	2.05	 0.03 	0.0008
5446	23.76	 0.21 	0.0062
5447	20.96	 0.18 	0.0028
5448	3.86	 0.07 	0.0084
5449	13.33	 0.38 	0.0033
5450	23.22	 0.14 	0.01
5451	9.92	 0.05 	0.0041
5452	17.4	 0.20 	0.0031
5453	4.89	 0.09 	0.0065
5454	7.3	 0.29 	0.0059
5455	12.28	 0.38 	0.0087
5456	13.44	 0.19 	0.0019
5457	3.17	 0.06 	0.0094
5458	21.47	 0.05 	0.0095
5459	6.85	 0.09 	0.0025
5460	0.67	 0.29 	0.0017
5461	21.59	 0.14 	0.0036
5462	22.37	 0.16 	0.001
5463	9.27	 0.39 	0.0058
5464	22.91	 0.27 	0.002
5465	10.78	 0.23 	0.0015
5466	13.78	 0.31 	0.0015
5467	3.93	 0.30 	0.0089
5468	18.65	 0.23 	0.0069
5469	8.23	 0.29 	0.0097
5470	20.17	 0.17 	0.0067
5471	6.72	 0.28 	0.0022
5472	19.56	 0.12 	0.0061
5473	8.88	 0.26 	0.0022
5474	20.13	 0.13 	0.0025
5475	19.46	 0.15 	0.0084
5476	24.82	 0.08 	0.0081
5477	20.77	 0.27 	0.0045
5478	18.3	 0.30 	0.0023
5479	8.02	 0.22 	0.0009
5480	2.1	 0.35 	0.0091
5481	1.08	 0.24 	0.0036
5482	18.59	 0.05 	0.0092
5483	18.36	 0.00 	0.0047
5484	10.73	 0.20 	0.0032
5485	15.05	 0.36 	0.0067
5486	8.2	 0.19 	0.001
5487	9.89	 0.20 	0.0051
5488	4.83	 0.25 	0.0079
5489	18.7	 0.03 	0.0043
5490	8.97	 0.29 	0.0096
5491	5.65	 0.38 	0.0065
5492	16.8	 0.35 	0.0092
5493	18.76	 0.32 	0.0068
5494	12.82	 0.37 	0.0087
5495	10.93	 0.21 	0
5496	14.85	 0.24 	0.0003
5497	0.15	 0.24 	0.0005
5498	23.01	 0.19 	0.0058
5499	18.94	 0.05 	0.0065
5500	5.82	 0.20 	0.0012
5501	12.78	 0.23 	0.0009
5502	5.81	 0.03 	0.0004
5503	8.54	 0.32 	0.0061
5504	12.81	 0.02 	0.0016
5505	14.67	 0.31 	0.0092
5506	8.99	 0.34 	0.0049
5507	12	 0.24 	0.0091
5508	6.77	 0.35 	0.0083
5509	14.19	 0.20 	0
5510	7.45	 0.17 	0.0021
5511	8.02	 0.40 	0.0049
5512	10.33	 0.35 	0.0017
5513	4.45	 0.26 	0.0085
5514	13.11	 0.36 	0.0084
5515	1.14	 0.30 	0.001
5516	11.03	 0.26 	0.0019
5517	2.87	 0.09 	0.0018
5518	5.37	 0.04 	0.0033
5519	0.18	 0.29 	0.0046
5520	2.23	 0.25 	0.0057
5521	2.02	 0.28 	0.0034
5522	7.32	 0.06 	0.0044
5523	0.56	 0.32 	0.0079
5524	14.67	 0.27 	0.0097
5525	13.99	 0.04 	0.0039
5526	9.89	 0.12 	0.0047
5527	21.07	 0.25 	0.0077
5528	1.99	 0.10 	0.0044
5529	4.1	 0.06 	0.0096
5530	2.56	 0.31 	0.0051
5531	4.26	 0.27 	0.0084
5532	11.07	 0.06 	0.0019
5533	20.72	 0.04 	0.006
5534	24.34	 0.10 	0.0015
5535	2.64	 0.25 	0.0017
5536	6.12	 0.39 	0.003
5537	24.77	 0.20 	0.0012
5538	16.87	 0.14 	0.0036
5539	17.71	 0.33 	0.0072
5540	3.27	 0.35 	0.0061
5541	9.44	 0.03 	0.0005
5542	15.13	 0.40 	0.0006
5543	6.05	 0.16 	0.0066
5544	0.73	 0.16 	0.0026
5545	16.11	 0.28 	0.0047
5546	18.11	 0.12 	0.0084
5547	19.78	 0.38 	0.0014
5548	19.29	 0.34 	0.0084
5549	7.69	 0.30 	0.0058
5550	3.85	 0.20 	0.0081
5551	8.52	 0.21 	0.0046
5552	21.72	 0.26 	0.0081
5553	18.22	 0.36 	0.0094
5554	4.07	 0.34 	0.0088
5555	13.44	 0.16 	0.0038
5556	21.17	 0.40 	0.0034
5557	12.01	 0.25 	0.0069
5558	17.38	 0.09 	0.0045
5559	1.19	 0.36 	0.0082
5560	11.06	 0.27 	0.0004
5561	15.6	 0.27 	0.0082
5562	20.5	 0.06 	0.007
5563	6.69	 0.07 	0.0065
5564	4.21	 0.11 	0.0067
5565	21.56	 0.32 	0.0068
5566	8.3	 0.16 	0.0049
5567	1.42	 0.18 	0.0077
5568	17.86	 0.31 	0.0069
5569	20.31	 0.35 	0.0072
5570	5.29	 0.04 	0.0015
5571	3.33	 0.31 	0.0061
5572	10.1	 0.29 	0.0049
5573	15.09	 0.09 	0.006
5574	5.36	 0.27 	0.0089
5575	18.81	 0.12 	0.0033
5576	13.05	 0.08 	0.0084
5577	16.34	 0.14 	0.0086
5578	22.46	 0.20 	0.0007
5579	20.63	 0.11 	0.0014
5580	23.97	 0.15 	0.0019
5581	6.19	 0.20 	0.0043
5582	10.14	 0.37 	0.0088
5583	22.33	 0.06 	0.0098
5584	10.59	 0.02 	0.0013
5585	24.81	 0.00 	0.0078
5586	15.94	 0.08 	0.0028
5587	17.73	 0.12 	0.0023
5588	19.79	 0.11 	0.0079
5589	23.53	 0.11 	0.0079
5590	21.47	 0.28 	0.0069
5591	22.15	 0.03 	0.0017
5592	8.26	 0.19 	0.0064
5593	24.94	 0.19 	0.0016
5594	15.95	 0.21 	0.0062
5595	10.6	 0.30 	0.0029
5596	20.35	 0.04 	0.0011
5597	15.29	 0.40 	0.0075
5598	6.13	 0.35 	0.0013
5599	17.71	 0.29 	0.0029
5600	18.41	 0.16 	0.008
5601	20.3	 0.24 	0.0073
5602	17.48	 0.19 	0.0051
5603	1.24	 0.07 	0.0062
5604	7.58	 0.32 	0.0093
5605	10.72	 0.27 	0.0007
5606	12.7	 0.19 	0.0091
5607	2.7	 0.39 	0.0084
5608	15.62	 0.39 	0.0007
5609	1.77	 0.26 	0.0021
5610	17.73	 0.17 	0.0062
5611	22.21	 0.32 	0.0099
5612	0.33	 0.03 	0.0023
5613	22.2	 0.18 	0.0017
5614	3.59	 0.03 	0.0029
5615	8.48	 0.28 	0.0052
5616	5.38	 0.17 	0.0064
5617	14.78	 0.14 	0.001
5618	7.77	 0.13 	0.0086
5619	6.94	 0.04 	0.0025
5620	5.4	 0.30 	0.0047
5621	8.67	 0.30 	0.0098
5622	20.05	 0.38 	0.0009
5623	10.86	 0.31 	0.0049
5624	1.04	 0.32 	0.0088
5625	8.33	 0.13 	0.0052
5626	22.82	 0.04 	0.0052
5627	0.62	 0.29 	0.0013
5628	8.19	 0.07 	0.0076
5629	19.67	 0.09 	0.0018
5630	21.87	 0.17 	0.0086
5631	9.28	 0.30 	0.0006
5632	21.95	 0.09 	0.0016
5633	0.64	 0.12 	0.0016
5634	24.47	 0.28 	0.0092
5635	15.91	 0.22 	0.0061
5636	9.21	 0.18 	0.0017
5637	22.46	 0.00 	0.0039
5638	6.34	 0.34 	0.0033
5639	6.35	 0.15 	0.0091
5640	18.59	 0.06 	0.0084
5641	13.42	 0.31 	0.0072
5642	6.72	 0.27 	0.0093
5643	10.34	 0.31 	0.0037
5644	15.52	 0.11 	0.0069
5645	6.45	 0.19 	0.0059
5646	16.9	 0.06 	0.0082
5647	19.69	 0.18 	0.0022
5648	14	 0.22 	0.0059
5649	16.83	 0.10 	0.0064
5650	22.98	 0.23 	0.0005
5651	7.78	 0.23 	0.0055
5652	15.28	 0.26 	0.0078
5653	18.14	 0.12 	0.0096
5654	4.34	 0.20 	0.0084
5655	0.23	 0.39 	0.0071
5656	24.87	 0.09 	0.0074
5657	20.66	 0.05 	0.0061
5658	2.2	 0.28 	0
5659	7.87	 0.25 	0.0021
5660	24.31	 0.26 	0.0086
5661	14.26	 0.40 	0.0006
5662	13.87	 0.24 	0.0072
5663	10.92	 0.11 	0.0034
5664	24.79	 0.11 	0.0068
5665	18.19	 0.27 	0.0012
5666	5.16	 0.08 	0.0089
5667	18.4	 0.01 	0.0011
5668	11.53	 0.15 	0.0026
5669	4.3	 0.15 	0.0075
5670	9.22	 0.37 	0.0036
5671	15.41	 0.10 	0.0065
5672	20.96	 0.26 	0
5673	2.68	 0.02 	0.0048
5674	24.64	 0.15 	0
5675	20.56	 0.20 	0.004
5676	8.45	 0.06 	0.0006
5677	11.03	 0.11 	0.0004
5678	17.7	 0.01 	0.003
5679	20.47	 0.00 	0.0016
5680	20.37	 0.13 	0.01
5681	20.82	 0.27 	0.0042
5682	23.36	 0.02 	0.0084
5683	9.79	 0.05 	0.0069
5684	0.31	 0.22 	0.0009
5685	18.43	 0.39 	0.0062
5686	10.97	 0.07 	0.0014
5687	13.92	 0.09 	0.0044
5688	2.04	 0.00 	0.0039
5689	23.82	 0.35 	0.0003
5690	14.41	 0.10 	0.0092
5691	10.99	 0.09 	0.0076
5692	0.77	 0.20 	0.0002
5693	17.83	 0.06 	0.0082
5694	10.22	 0.28 	0.0096
5695	10.89	 0.23 	0.0097
5696	6.32	 0.30 	0.0032
5697	14.43	 0.08 	0.0096
5698	7.71	 0.08 	0.0013
5699	15.5	 0.07 	0.0065
5700	4.45	 0.10 	0.0071
5701	23.23	 0.31 	0.0034
5702	6.07	 0.07 	0.0014
5703	13.15	 0.14 	0.0079
5704	20.13	 0.31 	0.0014
5705	2.41	 0.06 	0.0058
5706	12.88	 0.28 	0.0093
5707	24.86	 0.02 	0.002
5708	12.38	 0.02 	0.0098
5709	18.56	 0.29 	0.009
5710	4.91	 0.18 	0.0047
5711	24.84	 0.09 	0.0069
5712	15.73	 0.17 	0.006
5713	2.15	 0.04 	0.0084
5714	8.02	 0.14 	0.0062
5715	2.93	 0.40 	0.0027
5716	23.26	 0.07 	0.0074
5717	1.69	 0.07 	0.0059
5718	9.77	 0.37 	0.0054
5719	10.63	 0.05 	0.0003
5720	18.9	 0.14 	0.0098
5721	19.01	 0.04 	0.0085
5722	9.6	 0.29 	0.0035
5723	9.92	 0.17 	0.0019
5724	9.96	 0.16 	0.0078
5725	11.78	 0.16 	0.0044
5726	10.49	 0.15 	0.0024
5727	8.13	 0.31 	0.0008
5728	1.59	 0.07 	0.0036
5729	17.93	 0.33 	0.009
5730	14.71	 0.21 	0.0018
5731	20.43	 0.21 	0.0034
5732	11.43	 0.27 	0.0035
5733	22.59	 0.16 	0.008
5734	21.19	 0.05 	0.0042
5735	10.84	 0.34 	0.0046
5736	20.76	 0.18 	0.0085
5737	15.53	 0.17 	0.0059
5738	11.58	 0.03 	0.0043
5739	7.45	 0.39 	0.0054
5740	5.8	 0.33 	0.0084
5741	10.09	 0.18 	0.0091
5742	8.76	 0.02 	0.0022
5743	12.7	 0.35 	0.0011
5744	15.34	 0.23 	0.0097
5745	7.39	 0.34 	0.0087
5746	19.89	 0.28 	0.0035
5747	9.99	 0.12 	0.0081
5748	11.03	 0.01 	0.002
5749	24.7	 0.38 	0.0073
5750	6.16	 0.34 	0.0078
5751	10.74	 0.39 	0.0016
5752	11.16	 0.30 	0.0015
5753	12.7	 0.12 	0.0008
5754	3.68	 0.31 	0.0028
5755	3.84	 0.26 	0.0034
5756	11.43	 0.39 	0.0068
5757	23.45	 0.36 	0.0023
5758	5.77	 0.15 	0.0093
5759	4.78	 0.25 	0.0032
5760	10.87	 0.11 	0.0004
5761	24.96	 0.14 	0.0035
5762	18.19	 0.16 	0.0078
5763	24.26	 0.11 	0.0036
5764	11.92	 0.22 	0.0028
5765	13.87	 0.07 	0.0075
5766	3.56	 0.03 	0.0014
5767	20.66	 0.19 	0.0033
5768	16.43	 0.07 	0.0053
5769	14.61	 0.13 	0.0083
5770	10.07	 0.16 	0.0096
5771	1.97	 0.11 	0.0048
5772	11.86	 0.21 	0.0001
5773	6.94	 0.17 	0.0073
5774	15.07	 0.12 	0.0072
5775	17.98	 0.34 	0.0078
5776	6.74	 0.28 	0.0084
5777	5.32	 0.18 	0.0016
5778	6.95	 0.13 	0.0064
5779	8.99	 0.09 	0.0029
5780	24.7	 0.38 	0.007
5781	17.84	 0.08 	0.007
5782	16.97	 0.12 	0.0035
5783	24.49	 0.06 	0.0045
5784	15.26	 0.21 	0.005
5785	0.8	 0.07 	0.0092
5786	9.53	 0.38 	0.0039
5787	19.11	 0.02 	0.0098
5788	16.49	 0.02 	0.0027
5789	19.08	 0.05 	0.0063
5790	3.87	 0.25 	0.0041
5791	7.87	 0.14 	0.0009
5792	24.41	 0.08 	0.0074
5793	17.55	 0.38 	0.0035
5794	4.85	 0.16 	0.0065
5795	0.38	 0.21 	0.0082
5796	22.87	 0.23 	0.0027
5797	23.59	 0.36 	0.0069
5798	2.37	 0.30 	0.008
5799	5.93	 0.04 	0.0041
5800	21.28	 0.06 	0.0059
5801	20.21	 0.29 	0.0089
5802	23.02	 0.38 	0.0083
5803	10.71	 0.14 	0.0032
5804	13.79	 0.16 	0.0003
5805	12.76	 0.21 	0.0006
5806	14.41	 0.24 	0.0035
5807	11.83	 0.31 	0.0033
5808	12.34	 0.23 	0.0035
5809	16.01	 0.33 	0.0057
5810	22.11	 0.32 	0.0007
5811	5.25	 0.19 	0.0068
5812	20.92	 0.01 	0.0065
5813	0.39	 0.38 	0.0021
5814	9.99	 0.11 	0.0082
5815	12.92	 0.00 	0.0044
5816	14.78	 0.04 	0.0065
5817	9.74	 0.39 	0.0026
5818	4.37	 0.02 	0.001
5819	5.52	 0.06 	0.0031
5820	15.73	 0.26 	0.0031
5821	23.49	 0.06 	0.0039
5822	22.32	 0.24 	0.0013
5823	11.03	 0.07 	0.0032
5824	8.69	 0.06 	0.0089
5825	12.21	 0.39 	0.0058
5826	13.55	 0.37 	0.0071
5827	19.86	 0.04 	0.0043
5828	15.59	 0.21 	0.0027
5829	21.07	 0.33 	0.0045
5830	14.14	 0.11 	0.0001
5831	11.1	 0.11 	0.0078
5832	22.64	 0.17 	0.0047
5833	4.16	 0.36 	0.0087
5834	14.7	 0.25 	0.0077
5835	6.61	 0.14 	0.0018
5836	24.93	 0.30 	0.0065
5837	17.38	 0.27 	0.0037
5838	22.75	 0.40 	0.0096
5839	8.86	 0.04 	0.0044
5840	1.4	 0.34 	0.0063
5841	17.06	 0.19 	0.0051
5842	24.86	 0.20 	0.0044
5843	9.51	 0.01 	0.0066
5844	4.73	 0.38 	0.0034
5845	18.1	 0.10 	0.0028
5846	0.39	 0.11 	0.009
5847	14.29	 0.39 	0.0043
5848	22.9	 0.30 	0.0076
5849	3.97	 0.36 	0.0077
5850	5.84	 0.11 	0.0015
5851	21.23	 0.33 	0
5852	6.5	 0.09 	0.0054
5853	18.07	 0.19 	0.0097
5854	8.01	 0.29 	0.0092
5855	20.64	 0.21 	0.0074
5856	20.53	 0.37 	0.008
5857	22.73	 0.00 	0.0056
5858	4.32	 0.24 	0.0095
5859	8.79	 0.17 	0.0074
5860	11.72	 0.03 	0.0044
5861	4.9	 0.08 	0.0012
5862	7.67	 0.22 	0.0024
5863	9.78	 0.23 	0.0013
5864	9.56	 0.04 	0.0013
5865	6.05	 0.28 	0.0084
5866	17.44	 0.20 	0.0075
5867	2.91	 0.37 	0.0022
5868	4.82	 0.00 	0.0066
5869	11.25	 0.11 	0.0042
5870	6.15	 0.21 	0.0093
5871	6.33	 0.06 	0.0028
5872	4.53	 0.37 	0
5873	15.12	 0.23 	0.0018
5874	19.51	 0.06 	0.0013
5875	18.78	 0.18 	0.0068
5876	2.17	 0.37 	0.0014
5877	3.39	 0.39 	0.0073
5878	17.92	 0.16 	0.0073
5879	12.63	 0.07 	0.0037
5880	20.77	 0.14 	0.0003
5881	15.1	 0.39 	0.0095
5882	3.38	 0.38 	0.0007
5883	0.09	 0.14 	0.0015
5884	8.95	 0.04 	0.0009
5885	8.71	 0.25 	0.001
5886	11.31	 0.09 	0.0077
5887	20.77	 0.18 	0.0084
5888	11.51	 0.40 	0.0055
5889	8.03	 0.31 	0.0032
5890	11.35	 0.09 	0.0086
5891	0.51	 0.34 	0.0004
5892	23.62	 0.38 	0.0024
5893	19.81	 0.34 	0.0087
5894	9.26	 0.39 	0.0007
5895	10.68	 0.02 	0.0077
5896	6	 0.16 	0.0041
5897	24.37	 0.12 	0.0023
5898	17.77	 0.34 	0.0053
5899	10.28	 0.25 	0.0002
5900	20.75	 0.22 	0.0081
5901	20.51	 0.07 	0
5902	9.12	 0.17 	0.0081
5903	5.54	 0.35 	0.0017
5904	24.48	 0.39 	0.0051
5905	6.66	 0.06 	0.0009
5906	6.53	 0.23 	0.0025
5907	14.35	 0.01 	0.0038
5908	15.26	 0.03 	0.0085
5909	18.68	 0.02 	0.0029
5910	8.72	 0.10 	0.0087
5911	15.32	 0.27 	0.0033
5912	17.67	 0.13 	0.0069
5913	12.54	 0.24 	0.0018
5914	22.04	 0.19 	0.0067
5915	3.57	 0.27 	0.0085
5916	5.72	 0.22 	0.0075
5917	11.67	 0.37 	0.0045
5918	12.86	 0.31 	0.0074
5919	16.96	 0.31 	0.0021
5920	10.09	 0.39 	0.005
5921	10.35	 0.34 	0.0065
5922	15.58	 0.32 	0.0095
5923	11.88	 0.36 	0.001
5924	13.41	 0.36 	0.0013
5925	10.32	 0.07 	0.0092
5926	11.35	 0.06 	0.0051
5927	9.23	 0.35 	0.0057
5928	8.55	 0.16 	0.007
5929	19.09	 0.25 	0.0027
5930	20.83	 0.08 	0.0016
5931	10.03	 0.37 	0.0042
5932	17.31	 0.01 	0.0015
5933	23.82	 0.01 	0.0089
5934	1.82	 0.35 	0.0003
5935	8.91	 0.11 	0.0092
5936	5.96	 0.30 	0.0045
5937	13.97	 0.35 	0.0007
5938	3.95	 0.20 	0.0096
5939	7.95	 0.14 	0.0054
5940	8.92	 0.27 	0.0035
5941	11.78	 0.12 	0.006
5942	10.7	 0.27 	0.0008
5943	2.83	 0.32 	0.0042
5944	9.8	 0.37 	0.0037
5945	11.11	 0.24 	0.0066
5946	19.82	 0.40 	0.0079
5947	16.21	 0.29 	0.0016
5948	7.95	 0.17 	0.0055
5949	10.87	 0.22 	0.0046
5950	15.04	 0.21 	0.0048
5951	22.11	 0.25 	0.0061
5952	19.59	 0.02 	0.0045
5953	3.83	 0.09 	0.0084
5954	4.27	 0.36 	0.0055
5955	17.34	 0.13 	0.002
5956	5.27	 0.24 	0.0038
5957	2.7	 0.08 	0.0037
5958	13.9	 0.14 	0.0088
5959	11.17	 0.35 	0.0091
5960	1.22	 0.12 	0.0009
5961	9.38	 0.07 	0.0097
5962	23.37	 0.35 	0.0093
5963	9.57	 0.39 	0.0053
5964	21	 0.12 	0.0032
5965	23.91	 0.08 	0.0078
5966	0.17	 0.07 	0.0074
5967	13.29	 0.02 	0.0057
5968	16.02	 0.03 	0.0097
5969	24.28	 0.18 	0.0019
5970	22.37	 0.33 	0.0008
5971	1.48	 0.34 	0.0028
5972	0.31	 0.26 	0.0017
5973	20.04	 0.24 	0.002
5974	12.03	 0.18 	0.0038
5975	6.42	 0.07 	0.0008
5976	9.79	 0.18 	0.0052
5977	2.55	 0.37 	0.0084
5978	16.62	 0.08 	0.007
5979	15.57	 0.17 	0.0079
5980	3.97	 0.10 	0.003
5981	21.03	 0.23 	0.004
5982	21.54	 0.37 	0.0061
5983	24.02	 0.37 	0.0018
5984	13.48	 0.07 	0.0078
5985	3.64	 0.06 	0.007
5986	24.01	 0.26 	0.0079
5987	19.05	 0.17 	0.0088
5988	21.3	 0.18 	0.0022
5989	21.26	 0.04 	0.0043
5990	8.88	 0.39 	0.0029
5991	0.58	 0.29 	0.0087
5992	17.38	 0.24 	0.0034
5993	4.77	 0.18 	0.0058
5994	15.18	 0.35 	0.0027
5995	4.81	 0.26 	0.0034
5996	24.4	 0.35 	0.0006
5997	12.98	 0.39 	0.0015
5998	14.67	 0.26 	0.0053
5999	6.5	 0.35 	0.0065
6000	21.67	 0.12 	0.0038
6001	14.73	 0.23 	0.0088
6002	1.63	 0.20 	0.0019
6003	21.26	 0.06 	0.0067
6004	9.33	 0.11 	0.0076
6005	1.92	 0.25 	0.0077
6006	0.65	 0.09 	0.0056
6007	0.1	 0.18 	0.0068
6008	23.95	 0.34 	0.0089
6009	0.15	 0.19 	0.0036
6010	22.19	 0.19 	0.0052
6011	10.06	 0.35 	0.0099
6012	12.9	 0.13 	0.0098
6013	2.78	 0.10 	0.0059
6014	3.58	 0.35 	0.0073
6015	11.88	 0.17 	0.0077
6016	1.07	 0.01 	0.0094
6017	4.08	 0.38 	0.0042
6018	11.19	 0.15 	0.0091
6019	15.26	 0.03 	0.0077
6020	16.22	 0.02 	0.0049
6021	22.23	 0.29 	0.0029
6022	19.6	 0.13 	0
6023	11.06	 0.36 	0.009
6024	8.09	 0.39 	0.0009
6025	20.78	 0.08 	0.0052
6026	4.52	 0.18 	0.008
6027	11.26	 0.10 	0.0065
6028	20.81	 0.01 	0.0069
6029	14.16	 0.29 	0.0017
6030	21.24	 0.09 	0.0056
6031	15.29	 0.02 	0.0027
6032	9.98	 0.03 	0.0081
6033	18.05	 0.02 	0.0099
6034	19.37	 0.17 	0.0025
6035	1.01	 0.15 	0.0042
6036	9.26	 0.28 	0.0081
6037	20.16	 0.30 	0.0054
6038	15.17	 0.01 	0.0081
6039	24.23	 0.03 	0.0093
6040	22.94	 0.36 	0.0095
6041	17.21	 0.15 	0.0054
6042	24.69	 0.32 	0.0018
6043	4.31	 0.09 	0.0083
6044	12.08	 0.23 	0.0084
6045	24.49	 0.03 	0.0033
6046	9.91	 0.05 	0.0085
6047	24.17	 0.26 	0.0098
6048	4.65	 0.25 	0.0087
6049	16.61	 0.12 	0.0036
6050	17.3	 0.02 	0.0072
6051	14.27	 0.31 	0.0023
6052	8.14	 0.24 	0.0019
6053	8.64	 0.12 	0.0069
6054	7.35	 0.26 	0.0042
6055	1.88	 0.08 	0.0004
6056	15.59	 0.22 	0.0081
6057	17.03	 0.21 	0.0047
6058	14.85	 0.33 	0.0014
6059	16.1	 0.25 	0.0003
6060	11.94	 0.30 	0.001
6061	19.58	 0.30 	0.0043
6062	7.28	 0.39 	0.0037
6063	13.31	 0.23 	0.0093
6064	11.87	 0.29 	0.0055
6065	20.49	 0.36 	0.0005
6066	14.42	 0.35 	0.0027
6067	23.43	 0.17 	0.0001
6068	5.93	 0.29 	0.0022
6069	5.15	 0.28 	0.0042
6070	24.35	 0.17 	0.005
6071	1.99	 0.15 	0.001
6072	16.75	 0.23 	0.0048
6073	6.7	 0.05 	0.0057
6074	6.46	 0.14 	0.0092
6075	21.63	 0.04 	0.0086
6076	4.07	 0.13 	0.007
6077	19.21	 0.25 	0.0083
6078	16.19	 0.11 	0.0021
6079	13.04	 0.15 	0.0064
6080	3.31	 0.25 	0.0034
6081	12.71	 0.24 	0.0075
6082	21.81	 0.38 	0.005
6083	18.44	 0.29 	0.0005
6084	8.85	 0.32 	0.0063
6085	5.18	 0.01 	0.001
6086	4.56	 0.04 	0.0062
6087	15.39	 0.02 	0.0075
6088	12.22	 0.22 	0.0099
6089	19.37	 0.14 	0.0075
6090	13.01	 0.16 	0.0054
6091	9.41	 0.12 	0.0015
6092	12.4	 0.20 	0.0097
6093	1.7	 0.06 	0.0066
6094	4.84	 0.22 	0.0051
6095	2.98	 0.04 	0.0056
6096	15.58	 0.18 	0.0022
6097	13.77	 0.06 	0.002
6098	2.9	 0.08 	0.0029
6099	15.56	 0.15 	0.0024
6100	15.16	 0.01 	0.0014
6101	6.59	 0.12 	0.0094
6102	1.67	 0.09 	0.0076
6103	19.49	 0.26 	0.0028
6104	16.46	 0.05 	0.0036
6105	15.11	 0.15 	0.0009
6106	9.98	 0.33 	0.0026
6107	19.8	 0.08 	0.0037
6108	12.26	 0.17 	0.0068
6109	7.58	 0.40 	0.001
6110	12.38	 0.34 	0.0081
6111	11.86	 0.35 	0.0005
6112	20.25	 0.10 	0.0023
6113	4.24	 0.38 	0.0034
6114	24.59	 0.18 	0.0088
6115	5.89	 0.40 	0.0039
6116	14.56	 0.25 	0.0068
6117	8.47	 0.24 	0.005
6118	16.87	 0.05 	0.006
6119	24.11	 0.36 	0.0024
6120	9.38	 0.28 	0.0034
6121	19.74	 0.34 	0.0099
6122	16.04	 0.18 	0.0037
6123	4.31	 0.25 	0.0064
6124	21.42	 0.24 	0.0073
6125	8.81	 0.33 	0.002
6126	11.4	 0.04 	0.0055
